date;month;site;id_territory;id_territory2;female_visits;copulation
15/nov;nov;LB;T3;LBT3_nov;0;0
15/nov;nov;LB;T4;LBT4_nov;0;0
16/nov;nov;LB;T1;LBT1_nov;0;0
16/nov;nov;LB;T12;LBT12_nov;0;0
16/nov;nov;LB;T4;LBT4_nov;0;0
16/nov;nov;LB;T12;LBT12_nov;0;0
16/nov;nov;LB;T4;LBT4_nov;0;0
16/nov;nov;LB;T12;LBT12_nov;0;0
16/nov;nov;LB;T4;LBT4_nov;0;0
16/nov;nov;LB;T12;LBT12_nov;0;0
16/nov;nov;LB;T4;LBT4_nov;0;0
17/nov;nov;LB;T4;LBT4_nov;0;0
17/nov;nov;LB;T4;LBT4_nov;0;0
17/nov;nov;LB;T4;LBT4_nov;0;0
17/nov;nov;LB;T4;LBT4_nov;0;0
17/nov;nov;LB;T4;LBT4_nov;0;0
18/nov;nov;LB;T4;LBT4_nov;0;0
18/nov;nov;LB;T4;LBT4_nov;0;0
18/nov;nov;LB;T4;LBT4_nov;0;0
18/nov;nov;LB;T4;LBT4_nov;0;0
18/nov;nov;LB;T4;LBT4_nov;0;0
21/nov;nov;LB;T4;LBT4_nov;0;0
21/nov;nov;LB;T4;LBT4_nov;1;0
21/nov;nov;LB;T18;LBT18_nov;1;1
21/nov;nov;LB;T9;LBT9_nov;0;0
21/nov;nov;LB;T4;LBT4_nov;0;0
21/nov;nov;LB;T18;LBT18_nov;0;0
21/nov;nov;LB;T9;LBT9_nov;0;0
22/nov;nov;LB;T2;LBT2_nov;0;0
23/nov;nov;LB;T2;LBT2_nov;0;0
23/nov;nov;LB;T18;LBT18_nov;0;0
23/nov;nov;LB;T2;LBT2_nov;0;0
23/nov;nov;LB;T18;LBT18_nov;0;0
23/nov;nov;LB;T2;LBT2_nov;1;0
23/nov;nov;LB;T18;LBT18_nov;0;0
23/nov;nov;LB;T2;LBT2_nov;0;0
23/nov;nov;LB;T18;LBT18_nov;0;0
24/nov;nov;LB;T0;LBT0_nov;1;0
24/nov;nov;LB;T0;LBT0_nov;1;0
24/nov;nov;LB;T0;LBT0_nov;0;0
29/nov;nov;LB;T3;LBT3_nov;0;0
30/nov;nov;LB;T18;LBT18_nov;0;0
30/nov;nov;LB;T3;LBT3_nov;0;0
30/nov;nov;LB;T3;LBT3_nov;0;0
12/dez;nov;LB;T18;LBT18_nov;0;0
12/dez;nov;LB;T3;LBT3_nov;0;0
12/dez;nov;LB;T6;LBT6_nov;0;0
12/dez;nov;LB;T8;LBT8_nov;0;0
12/dez;nov;LB;T11;LBT11_nov;0;0
12/dez;nov;LB;T17;LBT17_nov;0;0
12/dez;nov;LB;T3;LBT3_nov;0;0
12/dez;nov;LB;T18;LBT18_nov;1;0
13/dez;nov;LB;T8;LBT8_nov;0;0
13/dez;nov;LB;T18;LBT18_nov;0;0
13/dez;nov;LB;T18;LBT18_nov;3;0
13/dez;nov;LB;T8;LBT8_nov;2;0
14/dez;nov;LB;T18;LBT18_nov;1;0
14/dez;nov;LB;T18;LBT18_nov;0;0
